NASA	SC(2)-0412	AIRFOIL  /tracfoil
1	0.0033	
0.99	0.0053	
0.98	0.0072	
0.97	0.009	
0.96	0.0108	
0.95	0.0125	
0.94	0.0142	
0.93	0.0158	
0.92	0.0174	
0.91	0.019	
0.9	0.0205	
0.89	0.022	
0.88	0.0235	
0.87	0.025	
0.86	0.0264	
0.85	0.0278
0.84	0.0292
0.83	0.0306
0.82	0.0319
0.81	0.0332
0.8	0.0345
0.79	0.0358
0.78	0.037
0.77	0.0382
0.76	0.0394
0.75	0.0406
0.74	0.0417
0.73	0.0428
0.72	0.0439
0.71	0.0449
0.7	0.0459
0.69	0.0469
0.68	0.0479
0.67	0.0488
0.66	0.0497
0.65	0.0506
0.64	0.0514
0.63	0.0522
0.62	0.0529
0.61	0.0536
0.6	0.0543
0.59	0.0549
0.58	0.0555
0.57	0.056
0.56	0.0565
0.55	0.057
0.54	0.0574
0.53	0.0578
0.52	0.0582
0.51	0.0585
0.5	0.0588
0.49	0.0591
0.48	0.0593
0.47	0.0595
0.46	0.0597
0.45	0.0598
0.44	0.0599
0.43	0.06
0.42	0.0601
0.41	0.0601
0.4	0.0601
0.39	0.0601
0.38	0.0601
0.37	0.06
0.36	0.0599
0.35	0.0598
0.34	0.0597
0.33	0.0595
0.32	0.0593
0.31	0.0591
0.3	0.0589
0.29	0.0586
0.28	0.0583
0.27	0.0579
0.26	0.0575
0.25	0.0571
0.24	0.0567
0.23	0.0562
0.22	0.0556
0.21	0.055
0.2	0.0544
0.19	0.0537
0.18	0.053
0.17	0.0522
0.16	0.0513
0.15	0.0504
0.14	0.0494
0.13	0.0484
0.12	0.0473
0.11	0.0461
0.1	0.0448
0.09	0.0434
0.08	0.0418
0.07	0.04
0.06	0.038
0.05	0.0357
0.04	0.033
0.03	0.0297
0.02	0.0253
0.01	0.019
0.005	0.0141
0.002	0.0092
0	0
0.002	-0.0092
0.005	-0.0141
0.01	-0.019
0.02	-0.0253
0.03	-0.0296
0.04	-0.0329
0.05	-0.0356
0.06	-0.0379
0.07	-0.04
0.08	-0.0418
0.09	-0.0434
0.1	-0.0449
0.11	-0.0463
0.12	-0.0476
0.13	-0.0488
0.14	-0.0499
0.15	-0.0509
0.16	-0.0518
0.17	-0.0527
0.18	-0.0535
0.19	-0.0542
0.2	-0.0549
0.21	-0.0555
0.22	-0.0561
0.23	-0.0567
0.24	-0.0572
0.25	-0.0577
0.26	-0.0581
0.27	-0.0585
0.28	-0.0588
0.29	-0.0591
0.3	-0.0593
0.31	-0.0595
0.32	-0.0597
0.33	-0.0598
0.34	-0.0599
0.35	-0.06
0.36	-0.06
0.37	-0.06
0.38	-0.0599
0.39	-0.0598
0.4	-0.0596
0.41	-0.0594
0.42	-0.0592
0.43	-0.0589
0.44	-0.0586
0.45	-0.0582
0.46	-0.0578
0.47	-0.0573
0.48	-0.0568
0.49	-0.0562
0.5	-0.0555
0.51	-0.0547
0.52	-0.0539
0.53	-0.053
0.54	-0.052
0.55	-0.0509
0.56	-0.0498
0.57	-0.0486
0.58	-0.0473
0.59	-0.0459
0.6	-0.0444
0.61	-0.0429
0.62	-0.0413
0.63	-0.0397
0.64	-0.038
0.65	-0.0362
0.66	-0.0344
0.67	-0.0326
0.68	-0.0307
0.69	-0.0288
0.7	-0.0269
0.71	-0.025
0.72	-0.0231
0.73	-0.0221
0.74	-0.0193
0.75	-0.0174
0.76	-0.0155
0.77	-0.0137
0.78	-0.0119
0.79	-0.0102
0.8	-0.0085
0.81	-0.0068
0.82	-0.0052
0.83	-0.0037
0.84	-0.0023
0.85	-0.0009
0.86	0.0003
0.87	0.0014
0.88	0.0024
0.89	0.0032
0.9	0.0038
0.91	0.0043
0.92	0.0045
0.93	0.0045
0.94	0.0042
0.95	0.0038
0.96	0.0031
0.97	0.0022
0.98	0.001
0.99	-0.0005
1	-0.0022
