180	0	0
179.3925936	-0.0383328	0
177.5419956	-0.1059606	0
174.464019	-0.085275	0
170.2543158	0.101367	0
165.012309	0.4850532	0
158.8525056	1.0968084	0
151.9181856	1.9392642	0
144.3519558	2.9824506	0
136.2887802	4.1808276	0
127.8595566	5.4767394	0
119.1876264	6.7953834	0
110.3660118	8.0483958	0
101.456748	9.1716408	0
92.523753	10.126197	0
83.6316162	10.8857394	0
74.849814	11.437326	0
66.2524452	11.773395	0
57.9153312	11.8913544	0
49.915764	11.789496	0
42.324354	11.4655608	0
35.2036314	10.9234782	0
28.609056	10.1723454	0
22.586283	9.232497	0
17.183142	8.1376614	0
12.4507332	6.921072	0
8.4326634	5.61474	0
5.1634278	4.2549984	0
2.6698212	2.88675	0
0.9721116	1.5695712	0
0.4044492	0.923382	0
0.1877742	0.5825466	0
0.0495018	0.2668176	0
0.0044064	0.074772	0
0.0080532	-0.094626	0
0.073683	-0.2549718	0
0.1970946	-0.4233204	0
0.4664538	-0.6859926	0
0.8270154	-0.9591462	0
1.5625548	-1.406268	0
3.795723	-2.3657598	0
6.9081426	-3.3011586	0
10.8544464	-4.1740956	0
15.5950416	-4.9475754	0
21.0901356	-5.591826	0
27.3022272	-6.0868728	0
34.1835354	-6.4255896	0
41.6795742	-6.605874	0
49.7268108	-6.634503	0
58.254678	-6.5237508	0
67.1810976	-6.294645	0
76.4142408	-5.9691294	0
85.852017	-5.5734372	0
95.3837298	-5.1288606	0
104.895135	-4.6555416	0
114.2699166	-4.1680224	0
123.3934758	-3.6794232	0
132.1541244	-3.1983714	0
140.4453906	-2.7333828	0
148.1669136	-2.2904424	0
155.2235166	-1.877238	0
161.526456	-1.4961474	0
166.996854	-1.1494386	0
171.566235	-0.8352522	0
175.1773698	-0.5517306	0
177.7976298	-0.2876292	0
179.4291372	-0.0786006	0
180	0	0
