30	0.0474	0
28.5	0.3024	0
27	0.543	0
24	0.9837	0
21	1.374	0
18	1.7112	0
15	1.9851	0
12	2.1762	0
9	2.2506	0
7.5	2.2281	0
6	2.1516	0
4.5	2.0046	0
3	1.7559	0
2.25	1.575	0
1.5	1.3329	0
0.75	0.9804	0
0.375	0.7101	0
0	0	0
0.375	-0.7101	0
0.75	-0.9804	0
1.5	-1.3329	0
2.25	-1.575	0
3	-1.7559	0
4.5	-2.0046	0
6	-2.1516	0
7.5	-2.2281	0
9	-2.2506	0
12	-2.1762	0
15	-1.9851	0
18	-1.7112	0
21	-1.374	0
24	-0.9837	0
27	-0.543	0
28.5	-0.3024	0
30	-0.0474	0
